OBJECTNUMMER;PROJECTID;PROJECTNAAM;JAARBOUW;JAAROPL;OPDRACHTGEVER;ARCHITECT;PROJECTTYPE;WEBSITE;FASE_ID;FASE;HUUR_SOC;HUUR_MIDDEL;HUUR_DUUR;KOOP;ONBEKEND_HUURKOOP;EENGEZINS;APP;ONBEKEND_EENAPP;STUDJONG;TOTAAL_BRUTO;VERVANGING;TOTAAL_NETTO;STADSDEEL_CODE;GEBIED_CODE;COORDS;LNG;LAT;
1112;"2230 01";"Botterstraat";2018;2018;"De Alliantie Amsterdam";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";22;0;0;0;0;0;22;0;0;22;0;22;N;DX17;"POLYGON((4.911405 52.406746,4.911273 52.406806,4.911238 52.406774,4.91104 52.406862,4.910772 52.406635,4.910904 52.406575,4.911149 52.406778,4.911209 52.40675,4.911175 52.406722,4.911307 52.406663,4.911405 52.406746))";"4,9110885";"52,4067185";
1113;"2231 01";"Joan Muyskenweg 4-6";2017;2018;"Delta Lloyd Vastgoed Beheer";"Ector Hoogstad Architecten";"Functiewijziging";"";"6";"In aanbouw";0;0;191;0;0;0;191;0;0;191;0;191;M;DX15;"MULTIPOLYGON(((4.913226 52.336822,4.913089 52.337019,4.913042 52.337008,4.91303 52.337024,4.913065 52.337034,4.91305 52.337055,4.913015 52.337046,4.912976 52.337102,4.913023 52.337115,4.912919 52.337271,4.912907 52.337284,4.912897 52.337304,4.912888 52.337312,4.912715 52.337269,4.912639 52.337248,4.912767 52.337059,4.912789 52.337053,4.91288 52.337076,4.912884 52.337069,4.912843 52.337059,4.912864 52.337029,4.912905 52.33704,4.91291 52.33703,4.9129 52.337022,4.912903 52.337015,4.912913 52.33701,4.912926 52.33701,4.912885 52.336999,4.912899 52.336979,4.91294 52.33699,4.912944 52.336983,4.912887 52.336968,4.912858 52.336926,4.912916 52.336846,4.912968 52.336765,4.912992 52.33676,4.913226 52.336822)),((4.913628 52.336236,4.913493 52.336433,4.913444 52.336422,4.913407 52.336478,4.913441 52.336487,4.913426 52.336508,4.913392 52.336499,4.91338 52.336515,4.913427 52.336529,4.913292 52.336726,4.913056 52.336667,4.913046 52.336652,4.913156 52.336492,4.913225 52.336475,4.913284 52.336491,4.913288 52.336483,4.913247 52.336473,4.913261 52.336453,4.913303 52.336463,4.913296 52.33646,4.913292 52.33645,4.913299 52.336443,4.913317 52.336442,4.913323 52.336433,4.913282 52.336422,4.913302 52.336394,4.913343 52.336404,4.913348 52.336397,4.913259 52.336374,4.913248 52.336359,4.91338 52.336171,4.913628 52.336236)))";"4,9131335";"52,3367415";
1114;"2232 01";"Rijswijkstraat 2";2017;2018;"Particulier";"";"Functiewijziging";"";"6";"In aanbouw";44;0;0;0;0;0;44;0;44;44;0;44;F;DX09;"POLYGON((4.843292 52.350251,4.843287 52.350258,4.843277 52.350261,4.843278 52.350311,4.842868 52.350308,4.842871 52.350289,4.842821 52.350289,4.842819 52.350285,4.842809 52.350256,4.842812 52.350228,4.842822 52.350206,4.842872 52.350206,4.84287 52.350187,4.843279 52.35019,4.843277 52.35024,4.843287 52.350243,4.843292 52.350251))";"4,8430505";"52,350249";
1115;"2233 01";"Europahuis";2017;2018;"City Pads";"Diederendirrix Architecten";"Functiewijziging";"";"6";"In aanbouw";121;76;10;0;0;0;207;0;0;207;0;207;M;DX15;"POLYGON((4.921802 52.349194,4.921602 52.349354,4.921495 52.349305,4.921418 52.349366,4.920485 52.348931,4.920519 52.348903,4.920574 52.348928,4.920656 52.348863,4.9206 52.348837,4.92064 52.348806,4.920648 52.34881,4.920719 52.348753,4.921102 52.348887,4.921292 52.348957,4.921802 52.349194),(4.921039 52.348998,4.921012 52.349014,4.921005 52.349025,4.921008 52.349026,4.921005 52.349025,4.921005 52.349025,4.920987 52.349019,4.920913 52.349078,4.920931 52.349087,4.920923 52.3491,4.920975 52.349124,4.92097 52.349134,4.92098 52.349143,4.920998 52.349144,4.921008 52.349139,4.921036 52.349153,4.921055 52.349145,4.921074 52.349154,4.921148 52.349093,4.92113 52.349085,4.921148 52.349078,4.921166 52.349058,4.921039 52.348998))";"4,9211435";"52,3490595";
1116;"2234 01";"Mendes da Costahof 4";2017;2018;"Stadgenoot";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";1;0;0;0;0;0;1;0;0;1;0;1;F;DX06;"POLYGON((4.800205 52.376492,4.800201 52.376548,4.800066 52.376547,4.800068 52.37649,4.800205 52.376492))";"4,8001355";"52,376519";
1117;"1410 34";"BSH k43/44 De Vrije Kade 3/4";2018;2020;"Distelweg bv";"Heren 5 Architecten bv";"Functiewijziging";"";"5";"Investeringsbesluit genomen";23;0;11;44;0;0;78;0;0;78;0;78;N;DX18;"POLYGON((4.906194 52.393658,4.905609 52.39389,4.904877 52.393221,4.905471 52.392986,4.906194 52.393658))";"4,9055355";"52,393438";
1118;"1410 11";"BSH k43/44 De Vrije Kade 2";2017;2019;"Distelweg bv";"Heren 5 Architecten bv";"Functiewijziging";"";"6";"In aanbouw";20;0;0;88;0;32;76;0;0;108;0;108;N;DX18;"MULTIPOLYGON(((4.906657 52.393318,4.906324 52.393453,4.905609 52.392789,4.905947 52.392654,4.906657 52.393318)),((4.907892 52.392997,4.90775 52.393055,4.906963 52.392276,4.907104 52.392226,4.907892 52.392997)),((4.907636 52.393137,4.90748 52.393196,4.907391 52.393142,4.90735 52.393072,4.907516 52.39301,4.907599 52.393067,4.907636 52.393137)))";"4,9067505";"52,3928395";
1119;"0621 07";"NDSM-werf West 1 B9-2";2018;2020;"Biesterbos Groep bv";"De Architecten Cie";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;128;0;0;128;0;0;128;0;128;N;DX18;"POLYGON((4.89208 52.402426,4.890423 52.402106,4.891204 52.40174,4.89208 52.402426))";"4,8912515";"52,402083";
1120;"2235 01";"Jan Rebelstraat 20";2017;2017;"de Volksbond Amsterdam";"Eigen beheer";"Functiewijziging";"";"7";"Opgeleverd";41;0;0;0;0;0;41;0;0;41;0;41;F;DX07;"MULTIPOLYGON(((4.786291 52.361666,4.78619 52.361846,4.786194 52.361846,4.786188 52.361855,4.786183 52.361854,4.786167 52.361882,4.786154 52.361909,4.78616 52.36191,4.786157 52.361915,4.786151 52.361915,4.786121 52.361968,4.786128 52.36197,4.786125 52.361975,4.786119 52.361974,4.786103 52.362002,4.786089 52.362028,4.786095 52.362029,4.786092 52.362035,4.786086 52.362034,4.786058 52.362088,4.786063 52.362089,4.78606 52.362095,4.786055 52.362093,4.786024 52.362148,4.786032 52.362149,4.786029 52.362154,4.786023 52.362153,4.786006 52.362182,4.785993 52.362208,4.785999 52.362209,4.785996 52.362214,4.78599 52.362213,4.785961 52.362268,4.785967 52.362269,4.785965 52.362271,4.785964 52.362274,4.785955 52.362272,4.785957 52.362269,4.785869 52.362251,4.785867 52.362254,4.785859 52.362252,4.78586 52.362249,4.785771 52.362231,4.785769 52.362234,4.78576 52.362233,4.785762 52.362229,4.785673 52.362211,4.785671 52.362214,4.785662 52.362212,4.785665 52.36221,4.785576 52.362191,4.785575 52.362195,4.785566 52.362193,4.785567 52.362189,4.785478 52.362172,4.785476 52.362174,4.785468 52.362173,4.785471 52.362167,4.785475 52.362168,4.785505 52.362114,4.785501 52.362113,4.785504 52.362108,4.785508 52.362109,4.785537 52.362054,4.785532 52.362053,4.785535 52.362048,4.78554 52.362049,4.78557 52.361994,4.785564 52.361993,4.785567 52.361988,4.785573 52.361989,4.785602 52.361934,4.785597 52.361933,4.7856 52.361929,4.785605 52.36193,4.785633 52.361875,4.785629 52.361874,4.785632 52.361869,4.785636 52.36187,4.785666 52.361815,4.78566 52.361814,4.785663 52.361809,4.785669 52.36181,4.785698 52.361755,4.785694 52.361754,4.785697 52.36175,4.785793 52.361769,4.785796 52.361765,4.785823 52.361771,4.785922 52.361589,4.786191 52.361643,4.78619 52.361646,4.786291 52.361666)),((4.785828 52.361705,4.785826 52.361711,4.785817 52.361709,4.785819 52.361703,4.785828 52.361705)),((4.785893 52.361586,4.78589 52.361591,4.785882 52.36159,4.785884 52.361584,4.785893 52.361586)),((4.785859 52.361645,4.785858 52.36165,4.785849 52.36165,4.785852 52.361644,4.785859 52.361645)))";"4,7858795";"52,361929";
1121;"2236 01";"Blasiusstraat 15A";2017;2017;"Particulier";"Eigen beheer";"Functiewijziging";"";"7";"Opgeleverd";0;3;0;0;0;0;3;0;0;3;0;3;M;DX13;"POLYGON((4.9083 52.356459,4.908232 52.35656,4.907945 52.356492,4.908007 52.356393,4.9083 52.356459))";"4,9081225";"52,3564765";
1122;"2237 01";"Piggelmee blok 4";2020;2021;"Stadgenoot";"";"Vervanging";"";"5";"Investeringsbesluit genomen";24;0;0;0;0;0;24;0;0;24;-6;18;E;DX04;"POLYGON((4.846737 52.379717,4.846733 52.379767,4.84601 52.379751,4.846012 52.379701,4.846737 52.379717))";"4,8463735";"52,379734";
1123;"2238 01";"Henrick de Keijserstraat 14";2018;2019;"Stadgenoot";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";12;0;0;0;0;0;12;0;0;12;0;12;K;DX12;"POLYGON((4.897287 52.352344,4.897233 52.352576,4.897101 52.352555,4.897187 52.35233,4.897287 52.352344))";"4,897194";"52,352453";
1124;"2239 01";"Havikslaan / Nachtegaalstraat";2018;2019;"Stadgenoot";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";24;0;0;0;0;0;24;0;0;24;0;24;N;DX18;"MULTIPOLYGON(((4.915358 52.385449,4.915116 52.385575,4.915043 52.385522,4.915126 52.385479,4.915015 52.385399,4.914997 52.385408,4.914961 52.385382,4.914942 52.385392,4.914875 52.385345,4.915072 52.385242,4.9153 52.385406,4.915358 52.385449)),((4.915939 52.385147,4.915779 52.385229,4.9157 52.385173,4.915752 52.385147,4.915719 52.385122,4.915676 52.385145,4.915633 52.385115,4.915656 52.385103,4.915615 52.385073,4.915635 52.385063,4.915611 52.385045,4.915559 52.385072,4.915506 52.385034,4.915492 52.385023,4.915666 52.384933,4.915729 52.384979,4.915733 52.384976,4.915886 52.385085,4.915867 52.385095,4.915939 52.385147)),((4.915642 52.385302,4.915481 52.385386,4.915402 52.38533,4.915432 52.385313,4.915398 52.385289,4.915376 52.3853,4.915334 52.38527,4.915378 52.385247,4.915311 52.385199,4.915259 52.385227,4.915192 52.385178,4.915366 52.385088,4.915429 52.385133,4.915435 52.38513,4.915511 52.385185,4.915505 52.385188,4.915573 52.385237,4.915569 52.38525,4.915642 52.385302)))";"4,915407";"52,385254";
1125;"2240 01";"Edenterrein ~ Osdorperweg 255";2018;2019;"Megahome.nl Beheer bv";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;60;0;45;15;0;0;60;0;60;F;DX08;"POLYGON((4.791827 52.352115,4.791379 52.353,4.790143 52.352779,4.791827 52.352115))";"4,790985";"52,3525575";
1126;"2241 01";"Reinier Engelmanstraat 1";2018;2020;"Particulier";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;143;0;0;0;0;143;0;0;143;0;143;F;DX09;"POLYGON((4.830177 52.355669,4.830172 52.355848,4.828815 52.355833,4.828822 52.355575,4.830151 52.355591,4.830148 52.355668,4.830177 52.355669))";"4,829496";"52,3557115";
1127;"1176 01";"Lutmastraat 181-183";2017;2017;"stichting Cordaan";"";"Functiewijziging";"";"6";"In aanbouw";36;0;0;0;0;0;36;0;0;36;0;36;K;DX12;"POLYGON((4.902713 52.351686,4.902685 52.351754,4.902651 52.351841,4.902548 52.351827,4.902538 52.351852,4.902217 52.351808,4.902298 52.35163,4.902713 52.351686))";"4,902465";"52,351741";
1128;"2242 01";"Kramatweg";2018;2020;"Eigen Haard";"";"Vervanging";"";"5";"Investeringsbesluit genomen";40;0;0;0;0;0;40;0;0;40;-42;-2;M;DX14;"POLYGON((4.94572 52.365193,4.944787 52.365321,4.944754 52.365228,4.945687 52.3651,4.94572 52.365193))";"4,945237";"52,3652105";
1129;"1945 09";"Cruquius dg 4 Cruquiuswerf";2018;2021;"Amvest Vastgoed";"Loof & van Stigt Architecten (LEVS)";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;25;97;183;0;0;305;0;0;305;0;305;M;DX14;"POLYGON((4.955716 52.368615,4.955705 52.368765,4.95489 52.368684,4.9543 52.368772,4.953676 52.368295,4.953682 52.367645,4.953898 52.36764,4.953919 52.36755,4.95438 52.367588,4.954831 52.367686,4.955223 52.367825,4.955535 52.368055,4.95569 52.368296,4.955716 52.368615))";"4,954696";"52,368161";
1130;"1945 10";"Cruquius dg 5 Berkhout (2.3)";2018;2020;"Amvest Vastgoed / de Alliantie";"Kees Christiaanse A&P (KCAP)";"Functiewijziging";"";"5";"Investeringsbesluit genomen";30;0;27;44;0;0;101;0;0;101;0;101;M;DX14;"POLYGON((4.955675 52.368795,4.955532 52.369347,4.954619 52.369254,4.954329 52.36879,4.95491 52.368714,4.955675 52.368795))";"4,955002";"52,3690305";
1131;"1945 11";"Cruquius dg 6 VORM/Porten";2019;2021;"VORM / Porten Development";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;108;0;0;108;0;0;108;0;108;M;DX14;"POLYGON((4.955541 52.369384,4.955297 52.370242,4.954483 52.370173,4.954727 52.369296,4.955541 52.369384))";"4,955012";"52,369769";
1132;"2243 01";"Cilliersstraat 47A";2017;2018;"Particulier";"Eigen beheer";"Inbreiding";"";"6";"In aanbouw";0;0;0;1;0;1;0;0;0;1;0;1;M;DX13;"POLYGON((4.92664 52.356742,4.926603 52.356806,4.926533 52.35679,4.92657 52.356726,4.92664 52.356742))";"4,9265865";"52,356766";
1133;"2244 01";"Koning Willemshuis";2017;2018;"Aurelio Real Estate";"";"Functiewijziging";"";"6";"In aanbouw";0;0;0;5;0;0;5;0;0;5;0;5;A;DX01;"POLYGON((4.879567 52.375904,4.8795 52.376022,4.879257 52.375971,4.87933 52.375853,4.879567 52.375904))";"4,879412";"52,3759375";
1134;"2245 01";"Giessenburg 1";2018;2019;"Particulier";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;25;0;0;0;25;0;0;25;0;25;K;DX11;"POLYGON((4.875478 52.325475,4.875474 52.325569,4.87526 52.325565,4.874668 52.325554,4.874673 52.325459,4.875478 52.325475))";"4,875073";"52,325514";
1135;"2246 01";"Damrak 92";2018;2018;"Particulier";"Eigen beheer";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;4;0;0;0;4;0;0;4;0;4;A;DX01;"POLYGON((4.893776 52.37382,4.893448 52.373924,4.893406 52.373865,4.893701 52.373771,4.893776 52.37382))";"4,893591";"52,3738475";
1136;"0023 01";"Foeliestraat 2-8";2018;2018;"Buro Amsterdam";"Ronald Janssen Architecten";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;0;6;0;0;6;0;0;6;0;6;A;DX02;"POLYGON((4.910247 52.371493,4.910099 52.371574,4.909931 52.371448,4.910073 52.371372,4.910247 52.371493))";"4,910089";"52,371473";
1137;"2247 01";"Jonge Roelensteeg 4K-R";2017;2018;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;6;0;0;0;6;0;0;6;0;6;A;DX01;"POLYGON((4.89197 52.372285,4.891965 52.372285,4.891965 52.372337,4.891566 52.372276,4.891447 52.372251,4.891486 52.372181,4.891538 52.372192,4.891529 52.372208,4.891555 52.372214,4.891561 52.372203,4.891589 52.372209,4.891581 52.372223,4.89197 52.372281,4.89197 52.372285))";"4,8917085";"52,372259";
1138;"2248 01";"Koffiefabriek";2020;2021;"";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;0;50;0;50;0;0;50;0;50;M;DX15;"POLYGON((4.916058 52.332749,4.91585 52.333053,4.915753 52.333028,4.915713 52.333086,4.915553 52.333045,4.91555 52.333049,4.915518 52.333041,4.915521 52.333037,4.915327 52.332985,4.915365 52.332928,4.915377 52.332931,4.915586 52.332627,4.916058 52.332749))";"4,9156925";"52,3328565";
1139;"2249 01";"Middenweg 20";2018;2019;"Particulier";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;12;0;0;12;0;0;12;0;12;M;DX15;"POLYGON((4.928963 52.354635,4.928861 52.354703,4.928629 52.35458,4.928657 52.354562,4.928599 52.354531,4.928683 52.354475,4.928715 52.354493,4.928695 52.354506,4.928719 52.35452,4.928743 52.354504,4.928791 52.354531,4.928822 52.354511,4.928856 52.35453,4.928842 52.354539,4.928911 52.354579,4.928909 52.354605,4.928963 52.354635))";"4,928781";"52,354589";
1140;"2250 01";"Nieuwendammerdijk 195";2017;2018;"Particulier";"Eigen beheer";"Vervanging";"";"6";"In aanbouw";0;0;0;1;0;1;0;0;0;1;-1;0;N;DX18;"POLYGON((4.933813 52.391724,4.933744 52.391729,4.933747 52.391758,4.933703 52.39176,4.933695 52.391717,4.933739 52.391714,4.933728 52.391645,4.933799 52.39164,4.933813 52.391724))";"4,933754";"52,3917";
1141;"0191 06";"Gooise Kant fase 2C Switi";2017;2018;"BPD / Eigen Haard";"";"Inbreiding";"";"6";"In aanbouw";14;0;21;23;0;58;0;0;0;58;0;58;T;DX21;"POLYGON((4.969478 52.313016,4.968501 52.314074,4.966795 52.313489,4.967326 52.312887,4.967518 52.312953,4.967956 52.312482,4.969478 52.313016))";"4,9681365";"52,313278";
1142;"0191 05";"Gooise Kant fase 2B Switi";2017;2018;"BPD (Bouwfonds Ontwikkeling)";"";"Inbreiding";"";"6";"In aanbouw";0;0;0;31;0;31;0;0;0;31;0;31;T;DX21;"POLYGON((4.968492 52.314082,4.968056 52.314551,4.967591 52.314386,4.967463 52.314508,4.966989 52.31436,4.967289 52.31404,4.966554 52.313786,4.966792 52.313499,4.968492 52.314082))";"4,967523";"52,314025";
1143;"2251 01";"Maassluisstraat 256-258";2017;2018;"Festina Lente Vastgoed bv";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;24;0;0;0;24;0;0;24;0;24;F;DX09;"POLYGON((4.835447 52.349516,4.835445 52.349574,4.835399 52.349573,4.835399 52.349569,4.835348 52.349569,4.835344 52.349779,4.83513 52.349776,4.835134 52.349536,4.835401 52.349538,4.835402 52.349516,4.835447 52.349516))";"4,8352885";"52,3496475";
1144;"2252 01";"Maassluisstraat 414-416";2017;2018;"Festina Lente Vastgoed bv";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;24;0;0;0;24;0;0;24;0;24;F;DX09;"POLYGON((4.835416 52.348673,4.835362 52.348673,4.835358 52.348884,4.835144 52.348882,4.835147 52.348642,4.835417 52.348643,4.835416 52.348673))";"4,8352805";"52,348763";
1145;"2253 01";"Amstel 270";2017;2018;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;5;0;0;0;5;0;0;5;0;5;A;DX02;"POLYGON((4.901702 52.363165,4.90169 52.363188,4.901672 52.363222,4.901463 52.363182,4.90149 52.363128,4.901702 52.363165))";"4,9015825";"52,363175";
1146;"2254 01";"Paasheuvelweg 17 verbouw";2018;2019;"Camelot Europe";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";52;0;0;0;0;0;52;0;52;52;0;52;T;DX20;"POLYGON((4.95354 52.298261,4.953509 52.298295,4.953356 52.298465,4.953025 52.298351,4.953118 52.298248,4.953239 52.298289,4.953262 52.298264,4.953304 52.298278,4.953374 52.298204,4.95354 52.298261))";"4,9532825";"52,2983345";
1147;"2254 02";"Paasheuvelweg 17 nieuwbouw";2018;2019;"Camelot Europe";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";180;0;0;0;0;0;180;0;180;180;0;180;T;DX20;"POLYGON((4.953177 52.298172,4.953018 52.298345,4.952733 52.29825,4.952888 52.298082,4.953177 52.298172))";"4,952955";"52,2982135";
1148;"0799 14";"K-midden blok Q / Kouwenoord";2020;2021;"";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;0;0;96;24;72;0;0;96;0;96;T;DX21;"POLYGON((4.985649 52.317596,4.985459 52.317803,4.985412 52.317855,4.984538 52.317556,4.984775 52.317296,4.985649 52.317596))";"4,9850935";"52,3175755";
1149;"0799 12";"K-midden blok N / Kempering";2022;2023;"";"Duinker, van der Torre Arch.";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;0;0;96;24;72;0;0;96;0;96;T;DX21;"POLYGON((4.979525 52.315499,4.979287 52.315751,4.978173 52.315373,4.978414 52.315114,4.979525 52.315499))";"4,978849";"52,3154325";
1150;"2255 01";"Noordzijde 155";2017;2018;"De Alliantie Amsterdam";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";12;0;0;0;0;0;12;0;0;12;0;12;F;DX06;"POLYGON((4.820171 52.373073,4.820122 52.373178,4.820108 52.373176,4.820102 52.373188,4.820056 52.37318,4.820062 52.373168,4.819963 52.373151,4.820011 52.373045,4.820171 52.373073))";"4,820067";"52,3731165";
1151;"1479 15";"BSH k47 Nedcoat fase 1 blok A7";2018;2019;"De Alliantie Amsterdam";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;30;0;0;30;0;0;30;0;30;N;DX18;"POLYGON((4.899446 52.394104,4.899234 52.39419,4.89911 52.394077,4.898974 52.394128,4.898864 52.394024,4.899217 52.393882,4.899446 52.394104))";"4,899155";"52,394036";
1152;"2256 01";"Esplanade de Meer 283";2018;2018;"Particulier";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";8;0;0;0;0;0;8;0;0;8;0;8;M;DX15;"POLYGON((4.950745 52.345012,4.950726 52.345027,4.950729 52.34503,4.950724 52.34503,4.950693 52.345055,4.950695 52.345058,4.95069 52.345057,4.950659 52.345082,4.950662 52.345084,4.950656 52.345084,4.950625 52.345109,4.950628 52.345112,4.950624 52.345111,4.950592 52.345136,4.950594 52.345139,4.95059 52.345139,4.950558 52.345164,4.950561 52.345167,4.950555 52.345166,4.950526 52.345191,4.950527 52.345194,4.950523 52.345194,4.950458 52.345249,4.95038 52.345214,4.950386 52.345209,4.950347 52.34519,4.950337 52.345197,4.950293 52.345172,4.95029 52.345175,4.950264 52.345154,4.950154 52.345089,4.950182 52.345066,4.950554 52.344916,4.950607 52.344952,4.950644 52.344929,4.950678 52.344949,4.950641 52.344972,4.950663 52.344983,4.95067 52.344977,4.950745 52.345012))";"4,9504495";"52,3450825";
1153;"2257 01";"Derde Schinkelstraat 27";2018;2018;"Particulier";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;6;0;0;0;6;0;0;6;0;6;K;DX10;"POLYGON((4.854769 52.352608,4.854695 52.352724,4.854653 52.352793,4.854445 52.352744,4.854562 52.352561,4.854603 52.352571,4.854606 52.352568,4.854769 52.352608))";"4,854607";"52,352677";
1154;"2258 01";"Hazenstraat 60";2018;2018;"Particulier";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;2;0;0;0;2;0;0;2;0;2;A;DX01;"POLYGON((4.880321 52.369968,4.880297 52.370006,4.880127 52.369952,4.880151 52.369914,4.880321 52.369968))";"4,880224";"52,36996";
1155;"2259 01";"Paalbergweg 40";2018;2019;"Particulier";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;25;0;0;0;25;0;0;25;0;25;T;DX20;"POLYGON((4.955214 52.298888,4.955168 52.298938,4.955104 52.299008,4.954754 52.298888,4.954863 52.298769,4.955214 52.298888),(4.954869 52.298831,4.954843 52.298858,4.954969 52.298902,4.954996 52.298871,4.954869 52.298831),(4.955056 52.298891,4.955026 52.298925,4.955121 52.298957,4.955151 52.298924,4.955056 52.298891))";"4,954984";"52,2988885";
1156;"2260 01";"World Fashion Center toren 3";2017;2018;"City Pads";"";"Functiewijziging";"";"6";"In aanbouw";0;0;294;0;0;0;294;0;0;294;0;294;F;DX09;"MULTIPOLYGON(((4.841831 52.353121,4.841807 52.353874,4.841804 52.353875,4.841804 52.35387,4.841024 52.353861,4.841023 52.35379,4.84104 52.353382,4.841041 52.353321,4.841036 52.353314,4.841042 52.353309,4.841108 52.353311,4.841107 52.353295,4.841094 52.353285,4.841094 52.353276,4.841103 52.353266,4.84111 52.353264,4.84111 52.35325,4.841074 52.353247,4.841043 52.353239,4.841046 52.353153,4.841308 52.353156,4.841306 52.353213,4.84135 52.353213,4.84135 52.353186,4.841439 52.353187,4.841441 52.353115,4.841831 52.353121)),((4.84202 52.352535,4.842016 52.35267,4.842006 52.352668,4.841968 52.352651,4.841944 52.352626,4.841939 52.352601,4.841948 52.352576,4.841964 52.352559,4.841985 52.352546,4.84202 52.352535)),((4.841053 52.353249,4.84105 52.353253,4.841043 52.353254,4.841039 52.353248,4.841042 52.353245,4.841049 52.353245,4.841053 52.353249)),((4.840939 52.353315,4.840938 52.353319,4.840931 52.35332,4.840925 52.353314,4.840932 52.353311,4.840939 52.353315)),((4.840942 52.353248,4.840933 52.353251,4.840927 52.353247,4.840936 52.353243,4.840942 52.353248)))";"4,8414725";"52,353205";
